name,lat,lon,total,dates,charges,countries,gang
"Auroara, CO",39.7405111,-104.830994,1,07/14/25 - 07/14/25,,VENEZUELA,
"Auburnn, AL",32.6098566,-85.4807825,1,04/04/26 - 04/04/26,Assault,MEXICO,
"Auguata, WV",39.2953787,-78.6377912,1,03/03/25 - 03/03/25,General Crimes,GUATEMALA,
"Washingotn, DC",38.8950368,-77.0365427,1,01/28/25 - 01/28/25,Assault,HONDURAS,✅
"Washingtion, DC",43.2384684,-88.4204342,1,08/19/25 - 08/19/25,,COLOMBIA,
"Washinton, UT",37.2393471,-113.5257763,1,02/10/26 - 02/10/26,,MEXICO,
"Inlgewood, CA",33.9562003,-118.3531319,1,06/07/25 - 06/07/25,"Obstructing Judiciary, Congress, Legislature, Etc.",MEXICO,
"Washingtion, UT",37.2393471,-113.5257763,1,02/10/25 - 02/10/25,,COLOMBIA,
"Washingtom, DC",38.8950368,-77.0365427,1,10/30/25 - 10/30/25,,EL SALVADOR,
"Hamlton, NJ",40.2552939,-74.70381827,1,07/17/25 - 07/17/25,General Crimes,COSTA RICA,
"Hamilton, IN",40.0749813,-86.0498885,1,07/09/25 - 07/09/25,Dangerous Drugs,GUATEMALA,
"Huntsville Texas, TX",30.7140419,-95.5683671,1,03/30/26 - 03/30/26,Assault,EL SALVADOR,
"Huntsvlle, TX",30.7235263,-95.5507771,1,02/19/25 - 02/19/25,Flight / Escape,MEXICO,
"Atlantic Beach, FL",30.3344077,-81.398696,1,01/30/26 - 01/30/26,,MEXICO,
"Watertowne, MA",42.3652518,-71.18432364,1,09/24/25 - 09/24/25,,THAILAND,
"Waterville, MN",44.2189914,-93.56797,1,01/13/26 - 01/13/26,,MEXICO,
"Auarora, IL",41.7571701,-88.3147539,1,06/17/25 - 06/17/25,,GUATEMALA,
"Atoka, TN",35.4411945,-89.7781379,1,11/18/25 - 11/18/25,Traffic Offenses,MEXICO,
"Attica, IN",40.2941565,-87.2488113,1,02/27/26 - 02/27/26,Assault,NICARAGUA,
"Waterford Works, NJ",39.7231721,-74.8490515,1,02/06/26 - 02/06/26,Homicide,MEXICO,
"Wast Fallowfield, PA",39.9505489,-75.8290581,1,09/04/25 - 09/04/25,,GUATEMALA,
"Watanga, OK",40.1578731,-105.7363856,1,10/26/25 - 10/26/25,,CUBA,
"Atlantaa, GA",33.7544657,-84.3898151,1,07/17/25 - 07/17/25,Traffic Offenses,MEXICO,
"Atlantic, IA",41.403691,-95.0138705,1,08/29/25 - 08/29/25,Dangerous Drugs,INDIA,
"Washiongton, DC",38.8950368,-77.0365427,1,08/12/25 - 08/12/25,,EL SALVADOR,
"Washtenaw, MI",42.2582044,-83.8440853,1,02/21/26 - 02/21/26,Assault,EL SALVADOR,
"Wasingotn, DC",38.8950368,-77.0365427,1,10/17/25 - 10/17/25,Larceny,HONDURAS,
"Wasshington, DC",38.8950368,-77.0365427,1,09/09/25 - 09/09/25,Immigration,HONDURAS,
"Watkins, MN",45.3152415,-94.4086029,1,01/16/26 - 01/16/26,Flight / Escape,MEXICO,
"Watonga, TX",29.8357473,-95.4545016,1,05/14/26 - 05/14/26,,PAKISTAN,
"Waverly, VA",37.0359068,-77.0954059,1,08/28/25 - 08/28/25,Robbery,HONDURAS,
"Wawick, RI",41.6992717,-71.4586114,1,04/01/26 - 04/01/26,Damage Property,GUATEMALA,
"Ashland, TN",35.4361861,-87.6675221,1,03/13/25 - 03/13/25,Traffic Offenses,MEXICO,
"Aruroa, CO",39.7405111,-104.830994,1,07/19/25 - 07/19/25,Assault,EL SALVADOR,
"Atlan, GA",36.2739597,-115.3371707,1,03/22/26 - 03/22/26,,GUATEMALA,
"Waverley, NE",44.7950639,-69.3806035,1,11/04/25 - 11/04/25,,RUSSIA,
"Waukegun, IL",42.3602273,-87.8318164,1,11/08/25 - 11/08/25,,MEXICO,
"Waukehsa, WI",43.0622536,-88.3123889,1,10/21/25 - 10/21/25,Assault,VENEZUELA,
"Waukengan, IL",42.3602273,-87.8318164,1,10/14/25 - 10/14/25,Assault,MEXICO,
"Hutchison, KS",38.9650287,-77.4082514,1,03/10/25 - 03/10/25,Assault,SOMALIA,
"Aspermont, TX",33.1382394,-100.228715,1,03/11/26 - 03/11/26,,VENEZUELA,
"Athol, MA",42.594001,-72.2268141,1,09/29/25 - 09/29/25,,EL SALVADOR,
"Hutington, WV",38.4192496,-82.445154,1,11/06/25 - 11/06/25,Assault,MEXICO,
"Hutington Park, CA",33.9805731,-118.2252074,1,09/19/25 - 09/19/25,Stolen Property,MEXICO,
"Hverhill, MA",42.7777829,-71.0767724,1,12/15/25 - 12/15/25,Assault,SIERRA LEONE,
"Hurrincae, UT",37.1750272,-113.2898881,1,05/24/25 - 05/24/25,Assault,MEXICO,
"Hyattsville, WA",38.9529442,-76.9408647,1,11/17/25 - 11/17/25,,GUATEMALA,
"Huntington, TN",36.1476383,-84.0067071,1,08/07/25 - 08/07/25,Traffic Offenses,GUATEMALA,
"Huntigton Station, NY",40.8472369,-73.40363191,1,07/15/25 - 07/15/25,Assault,EL SALVADOR,
"Huntinton Station, NY",40.8472369,-73.40363191,1,10/29/25 - 10/29/25,,EL SALVADOR,
"Huntintong Beach, CA",33.6783336,-118.0000163,1,08/30/25 - 08/30/25,Traffic Offenses,MEXICO,
"Hundington, TN",32.858387,-97.1379281,1,02/28/25 - 02/28/25,Traffic Offenses,MEXICO,
"Hunter Aaf, GA",32.0184,-81.1261,1,08/16/25 - 08/16/25,,GUATEMALA,
"Huntsvile, TX",30.7235263,-95.5507771,1,11/03/25 - 11/03/25,,MEXICO,
"Weatherly, PA",40.9417535,-75.82964,1,08/06/25 - 08/06/25,Traffic Offenses,IRELAND,
"Wayne, NE",42.1941294,-97.169623,1,08/07/25 - 08/07/25,Sex Offenses (Not Involving Assault or Commercialized Sex),GUATEMALA,
"Waynesboro, TN",35.3198362,-87.7629269,1,04/17/26 - 04/17/26,"Obstructing Judiciary, Congress, Legislature, Etc.",MEXICO,
"Ashton-Sandy Spring, MD",39.1522664,-77.008958,1,07/29/25 - 07/29/25,Weapon Offenses,EL SALVADOR,✅
"Ashville, OH",39.7156186,-82.9529584,1,10/10/25 - 10/10/25,Traffic Offenses,MEXICO,
"Huntingtion Station, NY",40.8472369,-73.40363191,1,11/12/25 - 11/12/25,,HONDURAS,
"Waxhaw, NC",34.9248125,-80.7440174,1,10/29/25 - 10/29/25,Smuggling,LEBANON,
"Wayensville, NC",37.8141419,-92.2266876,1,03/06/25 - 03/06/25,Assault,GUATEMALA,
"Ardentown, DE",39.808446,-75.4829752,1,02/10/26 - 02/10/26,,MEXICO,
"Ashland, KS",37.1886376,-99.7656834,1,02/24/25 - 02/24/25,Traffic Offenses,HONDURAS,
"Ashland, MS",34.8329021,-89.1756896,1,02/28/26 - 02/28/26,Traffic Offenses,MEXICO,
"Waynesville, OH",39.5297824,-84.086601,1,10/22/25 - 10/22/25,,UNITED STATES,
"Weatheford, TX",32.7589648,-97.7970748,1,09/02/25 - 09/02/25,Liquor,GUATEMALA,
"Wellton, AZ",32.6728177,-114.1464296,1,01/15/26 - 01/15/26,Immigration,INDIA,
"Welsaco, TX",26.1594305,-97.9907362,1,12/02/25 - 12/02/25,,MEXICO,
"Ardmore, AL",34.9848567,-86.8383252,1,05/16/25 - 05/16/25,Traffic Offenses,MEXICO,
"Ardmore, PA",40.004128,-75.2882893,1,10/09/25 - 10/09/25,Larceny,PERU,
"Wendell, NC",35.780987,-78.3697213,1,03/13/25 - 03/13/25,Assault,MEXICO,
"Weeki Wachee, FL",28.5156479,-82.5735662,1,03/22/25 - 03/22/25,Traffic Offenses,GUATEMALA,
"Werstbury, NY",40.7556561,-73.58762729,1,06/03/25 - 06/03/25,Assault,EL SALVADOR,
"West, UT",37.0337622,-112.9722567,1,01/17/26 - 01/17/26,Burglary,MEXICO,
"Wellsboro, PA",41.7486838,-77.3005305,1,04/03/25 - 04/03/25,Extortion,HONDURAS,
"Hancock, IN",39.8127873,-85.7874738,1,10/22/25 - 10/22/25,Burglary,VENEZUELA,
"Hampton, PA",39.9279215,-77.0593951,1,01/20/26 - 01/20/26,,HONDURAS,
"Welaco, TX",26.1594305,-97.9907362,1,07/05/25 - 07/05/25,,MEXICO,
"West Eneca, NY",42.8395833,-78.75414664,1,04/11/25 - 04/11/25,,COLOMBIA,
"West Harrison, IN",39.2608882,-84.8207849,1,05/20/26 - 05/20/26,,INDIA,
"Hudson Falls, NY",43.300697,-73.586082,1,07/09/25 - 07/09/25,Assault,MEXICO,
"Hareford, TX",34.8245521,-102.398778,1,03/03/26 - 03/03/26,Obstructing the Police,GUATEMALA,
"Hanscomb Afb, MA",42.4583109,-71.27796709,1,04/17/25 - 04/17/25,Assault,EL SALVADOR,
"Huachuca City, AZ",31.6278703,-110.333967,1,03/25/25 - 03/25/25,,UNITED STATES,
"Huber Heights, OH",39.8590241,-84.1112699,1,05/16/26 - 05/16/26,Traffic Offenses,GUATEMALA,
"Houton, TX",29.7589382,-95.3676974,1,04/12/26 - 04/12/26,Dangerous Drugs,MEXICO,
"Houtston, TX",29.7589382,-95.3676974,1,11/05/25 - 11/05/25,Immigration,EL SALVADOR,
"Huirricane, WV",38.4325896,-82.02013682,1,01/10/26 - 01/10/26,Assault,HONDURAS,
"West Burlington, IA",40.825083,-91.1565496,1,09/18/25 - 09/18/25,,NICARAGUA,
"West Burlington, PA",41.7636859,-76.6746733,1,09/28/25 - 09/28/25,Dangerous Drugs,INDIA,
"Houuston, TX",29.7589382,-95.3676974,1,06/26/25 - 06/26/25,Immigration,NICARAGUA,
"Hamtramack, MI",42.3928151,-83.04964384,1,10/01/25 - 10/01/25,,HONDURAS,
"West  Plains, MO",36.7281652,-91.8525756,1,09/12/25 - 09/12/25,Weapon Offenses,MEXICO,
"Arletta, CA",33.899772,-117.9149681,1,01/21/26 - 01/21/26,Sex Offenses (Not Involving Assault or Commercialized Sex),MEXICO,
"Arliington, VA",38.8769326,-77.08930939,1,10/07/25 - 10/07/25,Larceny,HONDURAS,
"Arlinghton Heights, IL",42.0811563,-87.9802164,1,12/09/25 - 12/09/25,Traffic Offenses,EL SALVADOR,
"Harbeson, DE",38.7248347,-75.2849123,1,11/19/25 - 11/19/25,Assault,GUATEMALA,
"Harmer, PA",40.4574062,-79.9680824,1,04/25/26 - 04/25/26,,GEORGIA,
"Harford, CT",41.764582,-72.6908547,1,03/24/25 - 03/24/25,Traffic Offenses,ECUADOR,
"Hotchkiss, CO",38.799707,-107.719503,1,04/10/25 - 04/10/25,Traffic Offenses,MEXICO,
"Hotsville, NY",40.8093136,-73.03205608,1,03/12/26 - 03/12/26,,HONDURAS,
"Hou, TX",29.6471491,-95.2769303,1,06/09/25 - 06/09/25,Traffic Offenses,COLOMBIA,
"Horry, SC",33.9204504,-78.9578973,1,05/23/25 - 05/23/25,Assault,BAHAMAS,
"Harlem, NY",40.8078578,-73.9454671,1,05/28/25 - 05/28/25,Sex Offenses (Not Involving Assault or Commercialized Sex),ECUADOR,
"Harley, TX",31.626354,-94.6830844,1,06/17/25 - 06/17/25,Traffic Offenses,GUATEMALA,
"West Helena, AR",34.5440124,-90.6426195,1,07/31/25 - 07/31/25,Traffic Offenses,MEXICO,
"Arborgate, NC",35.1362007,-80.8829455,1,11/25/25 - 11/25/25,,HONDURAS,
"West Miami, FL",25.7560176,-80.2956847,1,09/19/25 - 09/19/25,,HONDURAS,
"West Lake City, UT",40.6958438,-112.006286,1,01/24/26 - 01/24/26,Weapon Offenses,VENEZUELA,✅
"Arden, NC",35.4661821,-82.5164242,1,05/13/25 - 05/13/25,Obstructing the Police,MEXICO,
"Arcardia, CA",34.1362075,-118.0401497,1,11/13/25 - 11/13/25,Assault,"CHINA, PEOPLES REPUBLIC OF",
"West Lake Village, CA",38.9866796,-94.375166,1,06/20/25 - 06/20/25,Immigration,MEXICO,
"Apple Grove, WV",37.4376116,-81.8048366,1,11/04/25 - 11/04/25,General Crimes,MEXICO,
"Antler, OK",35.6787374,-97.5700291,1,02/25/26 - 02/25/26,Traffic Offenses,MEXICO,
"West Palm Beacj, FL",26.715364,-80.0532942,1,03/05/25 - 03/05/25,"Obstructing Judiciary, Congress, Legislature, Etc.",GUATEMALA,
"West Palmb Each, FL",26.715364,-80.0532942,1,10/29/25 - 10/29/25,Assault,HONDURAS,
"Apache, AZ",35.214632,-109.4786676,1,12/07/25 - 12/07/25,Sexual Assault,MEXICO,
"West Siloam Springs, OK",36.1761926,-94.574942,1,04/01/26 - 04/01/26,Public Peace,EL SALVADOR,
"West St. Paul, MN",44.9101545,-93.0802073,1,07/14/25 - 07/14/25,,GUATEMALA,
"West Stewartstown, NH",44.9951051,-71.5327645,1,03/04/25 - 03/04/25,Larceny,COLOMBIA,✅
"West Orange, TX",30.0821548,-93.7582224,1,06/23/25 - 06/23/25,,GUATEMALA,
"West Palm Beach Florid, FL",26.715364,-80.0532942,1,08/09/25 - 08/09/25,Traffic Offenses,GUATEMALA,
"West Point, NE",41.84027,-96.7120725,1,01/28/25 - 01/28/25,Fraudulent Activities,GUATEMALA,
"Houstonn, TX",29.7589382,-95.3676974,1,11/02/25 - 11/02/25,,MEXICO,
"Houmaa, LA",29.5957696,-90.7195348,1,08/15/25 - 08/15/25,Assault,NICARAGUA,
"Houstn, TX",29.7589382,-95.3676974,1,12/05/25 - 12/05/25,,CUBA,
"Housto, TX",29.7589382,-95.3676974,1,01/06/26 - 01/06/26,General Crimes,HONDURAS,
"West Pam, FL",28.6961401,-82.5618353,1,01/07/26 - 01/07/26,,GUATEMALA,
"West Pawlm Beach, FL",26.715364,-80.0532942,1,11/25/25 - 11/25/25,,MEXICO,
"West Nyork, PA",39.9519372,-76.7590806,1,03/18/26 - 03/18/26,,MEXICO,
"Hominy, OK",36.4155436,-96.3946535,1,11/10/25 - 11/10/25,Assault,GUATEMALA,
"Horizon  City, TX",31.6926121,-106.207479,1,01/14/26 - 01/14/26,,MEXICO,
"West University Place, TX",29.7180075,-95.4338292,1,05/24/25 - 05/24/25,Immigration,EL SALVADOR,
"West Valey, UT",37.0337622,-112.9722568,1,08/18/25 - 08/18/25,,EL SALVADOR,
"West Yellowstone, MT",44.6632056,-111.1012064,1,02/03/26 - 02/03/26,Traffic Offenses,MEXICO,
"Honoluu, HI",21.304547,-157.855676,1,05/26/25 - 05/26/25,,"CHINA, PEOPLES REPUBLIC OF",
"Houston, KY",37.4454833,-83.5157761,1,04/16/25 - 04/16/25,,MEXICO,
"Antigo, WI",45.1404664,-89.1524959,1,03/19/26 - 03/19/26,Sexual Assault,MEXICO,
"Annistone, AL",33.6624824,-85.8283224,1,01/28/25 - 01/28/25,Assault,GUATEMALA,
"West Valleyt City, UT",40.6967891,-111.9866954,1,03/18/26 - 03/18/26,,HONDURAS,
"West Vally City, UT",40.6967891,-111.9866954,1,03/13/26 - 03/13/26,,MEXICO,
"West Yarmout, MA",41.6507557,-70.24226478,1,05/09/25 - 05/09/25,Traffic Offenses,ECUADOR,
"Annanadle, VA",38.838703,-77.1951755,1,06/02/25 - 06/02/25,,MAURITANIA,
"Anne Arundel County, MD",38.9722583,-76.573454,1,11/05/25 - 11/05/25,Sexual Assault,DOMINICAN REPUBLIC,
"Ankeney, IA",39.6962553,-83.9362911,1,02/20/25 - 02/20/25,Traffic Offenses,MEXICO,
"West Vallet City, UT",40.6967891,-111.9866954,1,07/10/25 - 07/10/25,,MEXICO,
"Anahiem, CA",35.3902962,-97.5258744,1,05/13/26 - 05/13/26,Assault,MEXICO,
"Anthony Texas, TX",31.9956534,-106.596817,1,08/29/25 - 08/29/25,Weapon Offenses,MEXICO,
"Harrisonville, MA",38.655124,-94.3471072,1,02/01/25 - 02/01/25,Assault,MEXICO,
"Hollywood, SC",32.7343442,-80.2417651,1,02/01/25 - 02/01/25,Dangerous Drugs,MEXICO,
"Westmionster, CA",33.7578725,-117.9859054,1,01/20/26 - 01/20/26,,MEXICO,
"Westmoland, CA",33.0372674,-115.6213808,1,07/01/25 - 07/01/25,,MEXICO,
"Westwood, CA",34.0668947,-118.439944,1,06/23/25 - 06/23/25,,NICARAGUA,
"Andrews Airforce Base, MD",38.8057469,-76.87741667,1,03/20/25 - 03/20/25,,GUATEMALA,
"Westl Palm Beach, FL",26.715364,-80.0532942,1,08/16/25 - 08/16/25,,GUATEMALA,
"Angie, LA",30.9665729,-89.8095208,1,04/13/25 - 04/13/25,Homicide,HONDURAS,
"Angoa, IN",41.634874,-84.99928,1,12/30/25 - 12/30/25,Traffic Offenses,MEXICO,
"Westworth Village, TX",32.7597192,-97.4214547,1,06/25/25 - 06/25/25,Traffic Offenses,MEXICO,
"Hopewell Junction, NY",41.5810881,-73.8106688,1,08/12/25 - 08/12/25,,HONDURAS,
"Hopewell Township, NJ",40.3435303,-74.8166318,1,10/31/25 - 10/31/25,Sexual Assault,HONDURAS,
"Harrison, NY",40.9689871,-73.71263,1,05/15/26 - 05/15/26,Traffic Offenses,VENEZUELA,✅
"Harris, IA",43.4452434,-95.4341709,1,03/29/25 - 03/29/25,Weapon Offenses,MEXICO,
"White House, TN",36.4682439,-86.6536503,1,06/02/25 - 06/02/25,,MEXICO,
"Altona, NY",44.8888475,-73.6595353,1,02/25/25 - 02/25/25,Assault,HONDURAS,
"Alpina, SD",44.181377,-98.365646,1,08/06/25 - 08/06/25,,GUATEMALA,
"Whieville, NC",34.3217345,-78.703148,1,12/04/25 - 12/04/25,Dangerous Drugs,MEXICO,
"Whitaker, PA",40.3984024,-79.8897718,1,11/11/25 - 11/11/25,Traffic Offenses,GUATEMALA,
"An, TX",29.3268247,-98.5987582,1,03/19/25 - 03/19/25,Traffic Offenses,MEXICO,
"Homestad, FL",25.4718946,-80.47599051,1,03/26/25 - 03/26/25,Traffic Offenses,GUATEMALA,
"Amittyville, NY",40.6789893,-73.4170673,1,10/23/25 - 10/23/25,,ECUADOR,
"Amelia, LA",29.668038,-91.1043831,1,11/21/25 - 11/21/25,Sexual Assault,GUATEMALA,
"Amaerillo, TX",35.20729,-101.8371192,1,11/07/25 - 11/07/25,Traffic Offenses,CUBA,
"Weswetville, IL",41.5463225,-86.8969236,1,10/09/25 - 10/09/25,,UZBEKISTAN,
"Holmen, WI",43.9632211,-91.2563658,1,03/07/25 - 03/07/25,Traffic Offenses,GUATEMALA,
"Homer, AK",59.6454064,-151.5445643,1,05/07/26 - 05/07/26,,ALGERIA,
"Holstville, NY",40.8093136,-73.03205608,1,01/07/26 - 01/07/26,,ECUADOR,
"Harvard, IL",42.422241,-88.6137101,1,10/22/25 - 10/22/25,,MEXICO,
"Homerville, GA",31.0365983,-82.7470849,1,04/04/26 - 04/04/26,Liquor,INDIA,
"Holly Hil, SC",42.3827026,-71.1296429,1,02/05/26 - 02/05/26,,GUATEMALA,
"Holden, WV",37.822517,-82.0793487,1,05/08/25 - 05/08/25,Invasion of Privacy,HONDURAS,
"Holladay, UT",40.6710765,-111.8250278,1,02/04/26 - 02/04/26,Assault,GUATEMALA,
"Hollbrook, AZ",36.0149231,-84.2327252,1,08/06/25 - 08/06/25,Assault,MEXICO,
"Hoffman Estate, IL",42.0427256,-88.07927819,1,05/09/25 - 05/09/25,Assault,HONDURAS,
"Hogansburg, NY",44.9739364,-74.6632416,1,12/19/25 - 12/19/25,,UNITED STATES,
"Haugan, MT",47.3832632,-115.3995938,1,03/27/26 - 03/27/26,,MEXICO,
"Haupauge, NY",40.8237354,-73.20622891,1,09/11/25 - 09/11/25,Assault,VENEZUELA,
"Amarilo, TX",35.2586655,-101.9298508,1,09/09/25 - 09/09/25,,NICARAGUA,
"Aluchua, FL",29.675568,-82.3640109,1,06/25/25 - 06/25/25,Traffic Offenses,GUATEMALA,
"Whitinsville, MA",42.1105682,-71.6643906,1,09/29/25 - 09/29/25,Traffic Offenses,GUATEMALA,
"Whitter, CA",33.9460833,-118.0001975,1,06/23/25 - 06/23/25,,GUATEMALA,
"Whytheville, VA",36.9479966,-81.0869747,1,11/29/25 - 11/29/25,,HONDURAS,
"Whiteplains, NY",41.0282378,-73.7586059,1,12/26/25 - 12/26/25,,MEXICO,
"Williamsburg, PA",40.4611846,-78.2016846,1,12/04/25 - 12/04/25,Assault,HONDURAS,
"Williamstown, NC",35.1050319,-80.7149465,1,05/15/26 - 05/15/26,Liquor,GUATEMALA,
"Wind Gap, PA",40.8481509,-75.2915694,1,09/19/25 - 09/19/25,"Obstructing Judiciary, Congress, Legislature, Etc.",GHANA,
"Willman, MN",29.933001,-97.2602679,1,10/15/25 - 10/15/25,Larceny,GUATEMALA,
"Wildorado, TX",35.2097426,-102.2016945,1,01/07/26 - 01/07/26,,INDIA,
"Allendale, SC",32.9635006,-81.3400056,1,05/01/26 - 05/01/26,Family Offenses,MEXICO,
"Allentotown, PA",40.6022059,-75.4712794,1,07/07/25 - 07/07/25,Assault,HONDURAS,
"Wilkes Bare, PA",41.2464824,-75.8817316,1,09/26/25 - 09/26/25,Immigration,MEXICO,
"Wichester, IN",39.1852184,-78.1652404,1,12/02/25 - 12/02/25,General Crimes,MEXICO,
"Allen, MI",41.9571583,-84.7680831,1,04/13/26 - 04/13/26,Assault,EL SALVADOR,
"Williamsport, IN",40.2883704,-87.2938999,1,04/17/26 - 04/17/26,Traffic Offenses,GUATEMALA,
"Holly Ridge, NC",34.4954448,-77.5549696,1,03/23/26 - 03/23/26,,GUATEMALA,
"Holly Springs, NC",35.6512655,-78.8336218,1,09/18/25 - 09/18/25,Assault,MEXICO,
"Hollyridge, LA",34.1098064,-118.3196917,1,01/14/26 - 01/14/26,,HONDURAS,
"Hollis, OK",34.6845712,-99.9193825,1,01/28/26 - 01/28/26,Traffic Offenses,MEXICO,
"Algoquin, IL",42.1655801,-88.2942493,1,11/05/25 - 11/05/25,Obstructing the Police,MEXICO,
"Alison Park, PA",40.5317662,-80.0291083,1,02/19/26 - 02/19/26,,BRAZIL,
"Alexanria, LA",31.3119463,-92.4453558,1,09/05/25 - 09/05/25,,MEXICO,
"Alexnadria, VA",38.8051095,-77.0470229,1,07/19/25 - 07/19/25,Burglary,NICARAGUA,
"Hodgkins, IL",41.7704817,-87.8555729,1,09/17/25 - 09/17/25,,GUATEMALA,
"Hlendale Heights, IL",41.9189531,-88.076567,1,10/08/25 - 10/08/25,,MEXICO,
"Havana, IL",40.3014316,-90.0633625,1,04/22/25 - 04/22/25,Dangerous Drugs,MEXICO,
"Hillside, IL",41.8778084,-87.9028398,1,12/06/25 - 12/06/25,Homicide,MEXICO,✅
"Hilsborough, NC",36.0751246,-79.0995833,1,02/14/26 - 02/14/26,Assault,HONDURAS,
"Hnaford, CA",36.3277959,-119.6461565,1,03/13/25 - 03/13/25,Assault,MEXICO,
"Hinsdale, IL",41.8024604,-87.9299841,1,09/28/25 - 09/28/25,,KYRGYZSTAN,
"Highstown, NJ",40.269559,-74.52324532,1,03/26/25 - 03/26/25,Traffic Offenses,ECUADOR,
"Willits, CA",39.4096043,-123.3555602,1,05/01/26 - 05/01/26,Immigration,JAMAICA,
"Willkes-Barre, PA",41.2464824,-75.881732,1,01/24/26 - 01/24/26,Dangerous Drugs,EL SALVADOR,
"Willmar Minnesota, MN",45.1219492,-95.0435373,1,01/13/26 - 01/13/26,Larceny,HONDURAS,
"Willis, VA",36.8579109,-80.4808945,1,06/19/25 - 06/19/25,Fraudulent Activities,GREECE,
"Willisotn Park, NY",40.75649,-73.6448513,1,08/15/25 - 08/15/25,Dangerous Drugs,HONDURAS,
"Williamsprt, PA",41.2411556,-77.00110961,1,11/30/25 - 11/30/25,Immigration,VENEZUELA,
"Hayden, ID",47.7590638,-116.7866807,1,03/31/26 - 03/31/26,,MEXICO,
"Highsland Ranch, CO",39.1252332,-106.8461025,1,02/01/25 - 02/01/25,,GUATEMALA,
"Hayden, WA",48.6944335,-121.986974,1,02/22/25 - 02/22/25,Obstructing the Police,INDIA,
"Highway, SC",33.6770295,-78.9014931,1,06/18/25 - 06/18/25,Weapon Offenses,MEXICO,
"Albuquerque, TX",29.3195441,-97.843878,1,12/10/25 - 12/10/25,,NICARAGUA,
"Wilton Mannors, FL",26.1603626,-80.138934,1,02/08/25 - 02/08/25,Dangerous Drugs,BRAZIL,
"Wilton Manor, FL",26.1600256,-80.1280006,1,02/07/25 - 02/07/25,Traffic Offenses,MEXICO,
"Wilminton, DE",39.6896218,-75.612439,1,04/25/25 - 04/25/25,Immigration,MEXICO,
"Hayattsville, MD",38.9529442,-76.9408647,1,01/06/26 - 01/06/26,,GUATEMALA,
"Aldephi, MD",38.9983345,-76.970741,1,03/29/26 - 03/29/26,,MEXICO,
"Albia, IA",41.0264561,-92.8075217,1,02/17/26 - 02/17/26,Public Peace,EL SALVADOR,
"Willsonville, OR",45.2760088,-122.8397365,1,10/22/25 - 10/22/25,Dangerous Drugs,VENEZUELA,
"Albuqeurque, NM",35.0841034,-106.6509851,1,06/11/25 - 06/11/25,Dangerous Drugs,GUATEMALA,
"Albuqueque, NM",35.0841034,-106.6509851,1,12/18/25 - 12/18/25,,VENEZUELA,
"Albertsville, MN",45.2347086,-93.6642199,1,01/06/26 - 01/06/26,,HONDURAS,
"Albertvile, AL",34.2675937,-86.2088669,1,10/29/25 - 10/29/25,,MEXICO,
"Alburquerque, NM",35.0841034,-106.6509851,1,12/17/25 - 12/17/25,Immigration,MEXICO,
"Wilmington, IN",39.0625573,-84.9466193,1,09/25/25 - 09/25/25,Dangerous Drugs,MEXICO,
"Winnebago, IA",43.3747879,-93.7316088,1,09/15/25 - 09/15/25,Weapon Offenses,MEXICO,
"Ainsworth, NE",42.5469275,-99.8625767,1,10/17/25 - 10/17/25,Family Offenses,GUATEMALA,
"Agatna Heights, GU",13.4655441,144.7465712,1,05/20/25 - 05/20/25,Immigration,"CHINA, PEOPLES REPUBLIC OF",
"Winfield, IN",41.4204828,-87.2391782,1,05/16/25 - 05/16/25,,UNITED STATES,
"Winnabow, NC",34.1493374,-78.0936046,1,05/19/26 - 05/19/26,,HONDURAS,
"Windsor, VA",36.808483,-76.7441247,1,02/18/26 - 02/18/26,Traffic Offenses,MEXICO,
"Albany, IN",40.3008764,-85.2419145,1,04/13/26 - 04/13/26,,NICARAGUA,
"Winter Park, MN",45.2430234,-93.6780102,1,02/02/26 - 02/02/26,,NICARAGUA,
"Winston- Salem, NC",36.0998131,-80.2440518,1,05/18/26 - 05/18/26,Traffic Offenses,HONDURAS,
"Windsor Mills, MD",39.3128389,-76.6828199,1,03/26/25 - 03/26/25,Sexual Assault,EL SALVADOR,
"Windermere, FL",28.4944695,-81.5345547,1,12/02/25 - 12/02/25,,AFGHANISTAN,
"Hileah, FL",25.822168,-80.2777409,1,06/27/25 - 06/27/25,,CUBA,
"Hiliard, OH",40.033814,-83.1596108,1,12/21/25 - 12/21/25,Traffic Offenses,EL SALVADOR,
"Highlands, NJ",40.40372,-73.991527,1,03/11/25 - 03/11/25,,MEXICO,
"Hillsburough, NC",36.075382,-79.0993958,1,11/01/25 - 11/01/25,Burglary,HONDURAS,
"Hillsboro, NC",36.026162,-78.4803588,1,01/29/26 - 01/29/26,Traffic Offenses,GUATEMALA,
"Highland, IL",38.7395743,-89.6714882,1,08/05/25 - 08/05/25,Traffic Offenses,NICARAGUA,
"Highland, KS",39.8597208,-95.2696985,1,11/11/25 - 11/11/25,Traffic Offenses,HONDURAS,
"Highland, NY",41.721256,-73.9608072,1,03/06/25 - 03/06/25,Weapon Offenses,EL SALVADOR,
"Highland, TX",30.3285886,-97.7161735,1,10/30/25 - 10/30/25,,MEXICO,
"Highland Mill, NY",41.3470382,-74.126256,1,08/04/25 - 08/04/25,Traffic Offenses,ECUADOR,
"Winsor Locks, CT",38.9945924,-77.5062215,1,12/21/25 - 12/21/25,,VENEZUELA,
